Wavelength	ref00129.asd
350	 0.352629376294103 
351	 0.327611854352364 
352	 0.323786894017814 
353	 0.338553929732453 
354	 0.332726942183379 
355	 0.330275904131336 
356	 0.339987745733836 
357	 0.311333779727193 
358	 0.316814167309118 
359	 0.331113925077893 
360	 0.31711875172856 
361	 0.3286227380408 
362	 0.319206362638638 
363	 0.30173883651336 
364	 0.321678702438296 
365	 0.321947236060102 
366	 0.31478508419878 
367	 0.30829153324978 
368	 0.292770627446643 
369	 0.287271560787474 
370	 0.290104035509675 
371	 0.293310245818282 
372	 0.287022368203879 
373	 0.279365114281354 
374	 0.277123808910959 
375	 0.283161874824066 
376	 0.277483585822445 
377	 0.27192639360678 
378	 0.273190158285895 
379	 0.278418967574033 
380	 0.263778302391878 
381	 0.258266570524806 
382	 0.275567502096229 
383	 0.260809220406292 
384	 0.254065739297465 
385	 0.254404430354484 
386	 0.247833238046665 
387	 0.258876596576854 
388	 0.25636191846174 
389	 0.241672203673982 
390	 0.248127909962367 
391	 0.245816132742996 
392	 0.240430927580003 
393	 0.238499036154828 
394	 0.234398762008372 
395	 0.234812250389731 
396	 0.234476135214703 
397	 0.228251562910045 
398	 0.23175440033249 
399	 0.232152475418191 
400	 0.226714365817816 
401	 0.222156733606941 
402	 0.225085401670127 
403	 0.226887110482621 
404	 0.222789522522644 
405	 0.218904828515107 
406	 0.223883636855739 
407	 0.225383281576734 
408	 0.212211535279157 
409	 0.215562188286085 
410	 0.220707282784601 
411	 0.221671618192176 
412	 0.221534557256253 
413	 0.215305993499977 
414	 0.21169929180717 
415	 0.214511567207809 
416	 0.213677903246903 
417	 0.214728093819354 
418	 0.215026291775024 
419	 0.211483960813584 
420	 0.211493343452281 
421	 0.211131689551611 
422	 0.210302745801994 
423	 0.212264853711041 
424	 0.214057455475051 
425	 0.213627359536962 
426	 0.21082403031293 
427	 0.208295243107144 
428	 0.211600644599434 
429	 0.214823177124012 
430	 0.211345822826632 
431	 0.212846000200535 
432	 0.213236107489303 
433	 0.211807354771122 
434	 0.212705657735368 
435	 0.212234104940867 
436	 0.212207842790001 
437	 0.213286037848521 
438	 0.211897891675492 
439	 0.211689952195085 
