Wavelength	ref00136.asd
350	 2.34517468825047 
351	 2.35595150549068 
352	 2.41220870506266 
353	 2.31120951289265 
354	 2.33323269111897 
355	 2.37627920960831 
356	 2.34533686361078 
357	 2.30178261383364 
358	 2.33477684291451 
359	 2.35090398290928 
360	 2.26054622807131 
361	 2.2347659455992 
362	 2.2478573629466 
363	 2.26612218981658 
364	 2.25673346788359 
365	 2.23565223551212 
366	 2.2180910840746 
367	 2.20764303975959 
368	 2.19214022445917 
369	 2.18416476457677 
370	 2.1840415996836 
371	 2.18072841412311 
372	 2.13690548881497 
373	 2.1043824754054 
374	 2.09826584843333 
375	 2.10873042448771 
376	 2.08979940375549 
377	 2.05427070885392 
378	 2.02798131302302 
379	 2.04212906104185 
380	 2.01642208227137 
381	 1.98540946654753 
382	 1.98175082079629 
383	 1.96814932914353 
384	 1.95829157328417 
385	 1.95255147282456 
386	 1.94366572201595 
387	 1.9149875296104 
388	 1.8760121657055 
389	 1.85072387645803 
390	 1.86719648455336 
391	 1.84434192009215 
392	 1.82488006259631 
393	 1.83445487358774 
394	 1.81575584693308 
395	 1.79439799195469 
396	 1.77482904552231 
397	 1.75473884035294 
398	 1.73297860358547 
399	 1.72016257589391 
400	 1.70864691928953 
401	 1.68051201354966 
402	 1.67171059020265 
403	 1.66580179538639 
404	 1.65184274125029 
405	 1.64407144117975 
406	 1.62860880134863 
407	 1.61215036677601 
408	 1.60409329801799 
409	 1.59307010747963 
410	 1.57719209664025 
411	 1.55830829080226 
412	 1.54133248072238 
413	 1.53171079287758 
414	 1.52573460462362 
415	 1.51710177298217 
416	 1.49612716918988 
417	 1.48409416974594 
418	 1.47658832249314 
419	 1.4631365773464 
420	 1.44805087491502 
421	 1.44031630553449 
422	 1.43590844657195 
423	 1.42113395220155 
424	 1.40965387107818 
425	 1.40048659946003 
426	 1.39266221366759 
427	 1.39130739367671 
428	 1.38475577696098 
429	 1.37388066365681 
430	 1.36326585030575 
431	 1.35095329260036 
432	 1.34016363319166 
433	 1.33136243545641 
434	 1.32254866449731 
435	 1.31224998520846 
436	 1.30481277325091 
437	 1.30085661399954 
438	 1.29142458163018 
439	 1.28661850552191 
440	 1.28175125735365 
441	 1.26999777176606 
442	 1.26020595414552 
443	 1.25257703401768 
444	 1.24641819004152 
445	 1.2405230860225 
446	 1.23301499484598 
447	 1.22618178453883 
448	 1.22090777563819 
449	 1.21317280541752 
450	 1.20442702337204 
451	 1.19683307510519 
452	 1.19192994239455 
453	 1.18549235021435 
454	 1.17902087660059 
455	 1.17314088118608 
456	 1.16705085537993 
457	 1.16092946301681 
458	 1.15411038625542 
459	 1.14661511680971 
460	 1.14099047230159 
461	 1.13525944201206 
462	 1.12948093632278 
463	 1.12468289433938 
464	 1.12034637660311 
465	 1.11507511809665 
466	 1.10934883396509 
467	 1.10646237973862 
468	 1.10146283788617 
469	 1.09604756025281 
470	 1.09210079920356 
471	 1.08477423449612 
472	 1.0782225265221 
473	 1.07374162049359 
474	 1.07025392656104 
475	 1.06584091054134 
476	 1.06128282908028 
477	 1.05707581245392 
478	 1.05251665798549 
479	 1.04738649386568 
480	 1.04297529875687 
481	 1.04028803451768 
