Wavelength	ref00005.asd
350	 7.80778649837901E-02 
351	 7.85687289838023E-02 
352	 7.89352473738335E-02 
353	 7.95333303386246E-02 
354	 7.95419134378943E-02 
355	 7.94301217046333E-02 
356	 7.95775028652338E-02 
357	 7.96658487117746E-02 
358	 0.080028684870507 
359	 8.03893214735033E-02 
360	 8.03936441564605E-02 
361	 8.00972567141021E-02 
362	 8.04407511390603E-02 
363	 8.11866599876005E-02 
364	 8.14004984578832E-02 
365	 8.16133834567713E-02 
366	 8.16298845583498E-02 
367	 8.15175889382957E-02 
368	 8.18035111705157E-02 
369	 8.21813636625141E-02 
370	 8.23546098582863E-02 
371	 8.22581004974707E-02 
372	 8.24750075799835E-02 
373	 8.28253053189137E-02 
374	 8.32646399682003E-02 
375	 8.37580174317906E-02 
376	 8.38176300437372E-02 
377	 0.083971394869635 
378	 8.44088784413895E-02 
379	 0.084802317926132 
380	 8.48615151691382E-02 
381	 8.52812427902783E-02 
382	 0.086326842382608 
383	 8.65385801060735E-02 
384	 8.68043338552287E-02 
385	 8.71338084835951E-02 
386	 8.72524506392807E-02 
387	 8.76316292887691E-02 
388	 8.82895224064539E-02 
389	 8.89902405631987E-02 
390	 0.089306388340281 
391	 8.95155884596449E-02 
392	 8.97702479069965E-02 
393	 9.01174572578357E-02 
394	 9.04122522829815E-02 
395	 9.08541375496419E-02 
396	 9.13902687930287E-02 
397	 9.18999095751254E-02 
398	 9.24500850665908E-02 
399	 0.092826844645726 
400	 0.09311248513984 
401	 9.35922847030001E-02 
402	 9.36437832131124E-02 
403	 9.36998761034319E-02 
404	 9.40588478594355E-02 
405	 0.094467692938869 
406	 0.09477140710112 
407	 0.094962456397994 
408	 9.51418736182751E-02 
409	 0.095587799033065 
410	 9.60346674179503E-02 
411	 9.64158719140012E-02 
412	 9.68524831641125E-02 
413	 9.71609570714681E-02 
414	 9.74696249491621E-02 
415	 9.78204169666999E-02 
416	 9.79456269727309E-02 
417	 9.83168232016834E-02 
418	 9.87746665099123E-02 
419	 0.099019712494525 
420	 9.92316531930185E-02 
421	 9.95592037225588E-02 
422	 9.99707229896478E-02 
423	 0.100287470974786 
424	 0.100570727394925 
425	 0.100952374415415 
426	 0.101425169666822 
427	 0.101646152274304 
428	 0.101963198791806 
429	 0.102289680653564 
430	 0.102478671767383 
431	 0.102909811147906 
432	 0.10327939275623 
433	 0.10351621843885 
434	 0.103775067816032 
435	 0.103933311595426 
436	 0.104184897440682 
437	 0.104577950172443 
438	 0.104753276677582 
439	 0.105028691562761 
440	 0.105394571478085 
441	 0.105716362273578 
442	 0.105869423830329 
443	 0.105992843178776 
444	 0.106194379389471 
445	 0.10652302876834 
446	 0.106762463227127 
447	 0.106948265709297 
448	 0.107154095434817 
449	 0.107423632846213 
450	 0.107696524620391 
451	 0.107932022375143 
452	 0.108117060853409 
453	 0.108341319608827 
454	 0.108601924901969 
455	 0.108876418125513 
456	 0.109130477565683 
457	 0.109355570140676 
458	 0.10956298874453 
459	 0.109775501258134 
460	 0.110034177730153 
461	 0.110277240509829 
462	 0.110477951226021 
463	 0.110639355757438 
464	 0.110827096831975 
465	 0.111024156721168 
466	 0.11123582834653 
467	 0.111518917258888 
468	 0.111640700320084 
469	 0.111730953470888 
470	 0.111960447963486 
471	 0.112239756907895 
472	 0.112438684311637 
473	 0.112595597360006 
474	 0.112851165450959 
475	 0.113034089268448 
476	 0.113164670849116 
477	 0.113305914889934 
478	 0.113554167044916 
479	 0.113761884214577 
480	 0.11394282123409 
481	 0.114150540440558 
482	 0.114332045322488 
483	 0.114523701375918 
484	 0.114748978624146 
485	 0.115004951326577 
486	 0.115094109585065 
487	 0.115280718859618 
488	 0.115696235116254 
489	 0.115893226604975 
490	 0.116105434132224 
491	 0.116341756755028 
492	 0.1165387581232 
493	 0.116771999429061 
494	 0.117010170878292 
495	 0.117236424859298 
496	 0.117462676263305 
497	 0.117696738779707 
498	 0.117942851012585 
499	 0.118193167024587 
500	 0.118398012325718 
501	 0.118672453602782 
502	 0.118972328117773 
503	 0.119176363129399 
504	 0.119462780622836 
505	 0.119716338315833 
506	 0.119899344487348 
507	 0.120155576971656 
508	 0.120411644715517 
509	 0.120614900837135 
510	 0.120773224926166 
511	 0.121138527469715 
512	 0.121467089778292 
513	 0.121687737745538 
514	 0.121898067862433 
515	 0.122177351958537 
516	 0.122466290008618 
517	 0.122715244805133 
518	 0.122959931621821 
519	 0.123309972074594 
520	 0.123640839554354 
521	 0.12380683695421 
522	 0.124126738502942 
523	 0.124452620796936 
524	 0.124704526409051 
525	 0.124909711544521 
526	 0.125185044707367 
527	 0.125514598271847 
528	 0.125847344473599 
529	 0.126136898742368 
530	 0.12643465581867 
531	 0.126703736006478 
532	 0.126882535029051 
533	 0.127144004858378 
534	 0.127474641670042 
535	 0.12782078358191 
536	 0.128106135256154 
537	 0.128401890770796 
538	 0.128673729455789 
539	 0.128888990349614 
540	 0.129160525258285 
541	 0.129517397165158 
542	 0.129880214223835 
543	 0.130096560771744 
544	 0.130321586713793 
545	 0.130601832870119 
546	 0.130926212548003 
547	 0.131201207632054 
548	 0.131430776981241 
549	 0.131696396232818 
550	 0.132071518488652 
551	 0.132344092407084 
552	 0.132606746153903 
553	 0.132896369075236 
554	 0.133154262740462 
555	 0.133461050139275 
556	 0.133770828674945 
557	 0.134039122072587 
558	 0.13433129151777 
559	 0.134636678153858 
560	 0.134914886956571 
561	 0.135128641473426 
562	 0.13546434481287 
563	 0.135689280738699 
564	 0.135741976681209 
565	 0.135950180946607 
566	 0.136173968522453 
567	 0.136426521568308 
568	 0.136731053400349 
569	 0.136947747384517 
570	 0.137161583554344 
571	 0.137395173079546 
572	 0.137604426910915 
573	 0.137772522989007 
574	 0.137984068559361 
575	 0.13826617482733 
576	 0.138449562745037 
577	 0.138601069962012 
578	 0.138773025612087 
579	 0.138997643680675 
580	 0.139187970574445 
581	 0.139349842070605 
582	 0.139508519547471 
583	 0.139702199127009 
584	 0.139887299961891 
585	 0.140048360426284 
586	 0.140187489595821 
587	 0.140352009229214 
588	 0.140444833850351 
589	 0.140486650565781 
590	 0.140584217947589 
591	 0.140732065449838 
592	 0.140866786824566 
593	 0.140978356829121 
594	 0.141162834778205 
595	 0.141347231054635 
596	 0.141483851467419 
597	 0.141560753723178 
598	 0.141684135587335 
599	 0.141829445145432 
600	 0.141992839881916 
601	 0.142191251243584 
602	 0.142277592629281 
603	 0.142356420582065 
604	 0.142508615688981 
605	 0.142610193361204 
606	 0.142746016301651 
607	 0.142862174543667 
608	 0.142863712150957 
609	 0.142885640049474 
610	 0.143011951053783 
611	 0.143192867445123 
612	 0.143207233276137 
613	 0.143236623740717 
614	 0.143308330256818 
615	 0.143396441986435 
616	 0.143437761966969 
617	 0.143492649457415 
618	 0.143570914389783 
619	 0.143645126204827 
620	 0.143702233206963 
621	 0.14378462587304 
622	 0.143902604441609 
623	 0.14399309592541 
624	 0.144036200213029 
625	 0.144063897229961 
626	 0.144124612907405 
627	 0.144230641739965 
628	 0.144294884490876 
629	 0.144340065303334 
630	 0.144489350688626 
631	 0.144598786921282 
632	 0.144625134221188 
633	 0.144611401262103 
634	 0.144769482329463 
635	 0.144897192294238 
636	 0.144974257957791 
637	 0.145052450883474 
638	 0.145066590277575 
639	 0.145121675165666 
640	 0.145238635650025 
641	 0.145313833427369 
642	 0.145427835384332 
643	 0.145491011097958 
644	 0.145458338943145 
645	 0.145563188311088 
646	 0.145598778337338 
647	 0.145607428330347 
648	 0.145756955313914 
649	 0.145835142917286 
650	 0.145849860310103 
651	 0.145864888762041 
652	 0.145986848280498 
653	 0.146131080639504 
654	 0.146246928162294 
655	 0.146308677311957 
656	 0.146343196165109 
657	 0.146375069659833 
658	 0.146428284225897 
659	 0.146522313379345 
660	 0.146625392309608 
661	 0.14668845126714 
662	 0.146705670639319 
663	 0.14676399367021 
664	 0.146803479960423 
665	 0.146784177758336 
666	 0.146717820949437 
667	 0.146821389585094 
668	 0.14691813933066 
669	 0.146974364870309 
670	 0.147093054863682 
671	 0.147071664016396 
672	 0.14706612615793 
673	 0.147173684685948 
674	 0.147194529917657 
675	 0.147303878303109 
676	 0.147439252202936 
677	 0.147480140877881 
678	 0.147538640401971 
679	 0.147674729081032 
680	 0.147825163680591 
681	 0.147821174851067 
682	 0.148042858558449 
683	 0.148296795175296 
684	 0.148426999127048 
685	 0.148689328525958 
686	 0.14896218325259 
687	 0.149221200510544 
688	 0.149466414745741 
689	 0.149789374019087 
690	 0.150032514601909 
691	 0.150222541750297 
692	 0.150559429084987 
693	 0.150937818109157 
694	 0.151290609855843 
695	 0.151584644792701 
696	 0.151860665060185 
697	 0.152204204811107 
698	 0.152564185869232 
699	 0.152840825798647 
700	 0.153116485141635 
701	 0.153381883364359 
702	 0.153661190859578 
703	 0.154017404809954 
704	 0.154228871816123 
705	 0.154372804163054 
706	 0.154564075190807 
707	 0.154835105575971 
708	 0.155072788893284 
709	 0.155249688570967 
710	 0.155401773079859 
711	 0.155679392786531 
712	 0.155931611588474 
713	 0.156097636966224 
714	 0.156252757184537 
715	 0.156493035684304 
716	 0.1567126739171 
717	 0.156850604670644 
718	 0.157119463998196 
719	 0.157297255102837 
720	 0.157436092957729 
721	 0.157669001706877 
722	 0.15769724655883 
723	 0.157789497878772 
724	 0.158027940697767 
725	 0.158246424571295 
726	 0.158370511763351 
727	 0.158515141445897 
728	 0.158739139735571 
729	 0.158836896586543 
730	 0.159050398970259 
731	 0.159300151641516 
732	 0.159431818130316 
733	 0.159600747293975 
734	 0.159775941310632 
735	 0.159938383487143 
736	 0.160081916873911 
737	 0.160157274631256 
738	 0.16027773125281 
739	 0.160493341716178 
740	 0.16066543495769 
741	 0.160803558528689 
742	 0.160911462107925 
743	 0.161017097534612 
744	 0.161251427544757 
745	 0.161399089640344 
746	 0.161455655979333 
747	 0.161578371560461 
748	 0.161714104058926 
749	 0.161843423406445 
