Wavelength	ref00104.asd
350	 1.65191770658658E-02 
351	 1.68547612148752E-02 
352	 1.59806267832255E-02 
353	 0.015783932295189 
354	 1.60767360717073E-02 
355	 1.61767173243485E-02 
356	 1.58254760655437E-02 
357	 1.58438594880697E-02 
358	 1.57340903208904E-02 
359	 1.59695295559821E-02 
360	 1.67734932770629E-02 
361	 0.016077746885826 
362	 1.60881642373876E-02 
363	 1.67757605393587E-02 
364	 1.66823395286514E-02 
365	 1.67314056818891E-02 
366	 1.66592868284731E-02 
367	 1.63998541842569E-02 
368	 0.016328095902887 
369	 1.66476991333084E-02 
370	 1.69173029130084E-02 
371	 1.68001232984598E-02 
372	 1.67470418011538E-02 
373	 1.68373343156742E-02 
374	 1.68133673646164E-02 
375	 1.63849817229676E-02 
376	 1.63786381196871E-02 
377	 1.65594084234722E-02 
378	 1.68039708941797E-02 
379	 0.017235722630954 
380	 1.69886043499188E-02 
381	 1.68567345617454E-02 
382	 1.73423497328945E-02 
383	 1.71193730960136E-02 
384	 1.73390912634787E-02 
385	 1.76847676543291E-02 
386	 1.73885251099021E-02 
387	 1.72551917495361E-02 
388	 0.017511988767062 
389	 1.78870581822152E-02 
390	 1.77087761625453E-02 
391	 1.79446384484838E-02 
392	 1.81878242189275E-02 
393	 1.81011564189321E-02 
394	 1.80227582881653E-02 
395	 1.83388200034213E-02 
396	 0.018652015185382 
397	 1.85160909733035E-02 
398	 1.88172738905686E-02 
399	 0.018931081372278 
400	 0.018843629182407 
401	 1.90655427825546E-02 
402	 1.92855098727682E-02 
403	 1.93118192093149E-02 
404	 1.92169836000539E-02 
405	 1.95854062028646E-02 
406	 1.98240224766313E-02 
407	 1.98568794478662E-02 
408	 1.98330466506112E-02 
409	 2.00446911409667E-02 
410	 2.03321133113605E-02 
411	 2.05637058602262E-02 
412	 2.06722065573079E-02 
413	 2.08083209791503E-02 
414	 2.08872069899222E-02 
415	 2.09129618687995E-02 
416	 2.11574891855687E-02 
417	 2.14187949920136E-02 
418	 2.15485332911039E-02 
419	 2.15161068431205E-02 
420	 2.17575783189748E-02 
421	 0.02196539656112 
422	 2.20633970723318E-02 
423	 2.22048308509079E-02 
424	 2.22935824106274E-02 
425	 2.24924706917598E-02 
426	 2.27995881338516E-02 
427	 2.27488878657671E-02 
428	 2.28976025790741E-02 
429	 2.30906031899762E-02 
430	 2.30359205104684E-02 
431	 2.31029622639026E-02 
432	 2.33623541374472E-02 
433	 2.36492967467845E-02 
434	 0.023651681152403 
435	 2.37497694993499E-02 
436	 2.38139072260953E-02 
437	 2.38059537443861E-02 
438	 2.40672903893308E-02 
439	 0.024275856602254 
440	 2.43764529764553E-02 
441	 2.44278982088646E-02 
442	 2.45293115011719E-02 
443	 2.47206564184777E-02 
444	 2.48954038487007E-02 
445	 2.48419045399726E-02 
446	 2.50329437180602E-02 
447	 2.52039591267903E-02 
448	 2.51916462621545E-02 
449	 2.54278596486078E-02 
450	 2.55614840439813E-02 
451	 2.56305587857882E-02 
452	 2.58008897778868E-02 
453	 2.59198919831814E-02 
454	 2.59725174332813E-02 
455	 2.60221813829703E-02 
456	 2.62050910823047E-02 
457	 2.63126051152464E-02 
458	 0.026379840227236 
459	 0.026471423729916 
460	 2.65548625066241E-02 
461	 2.66997498892912E-02 
462	 2.68228137313704E-02 
463	 2.67979210056989E-02 
464	 2.68997485116946E-02 
465	 2.70503041275596E-02 
466	 2.71653162023875E-02 
467	 2.72091041645547E-02 
468	 2.73121646234015E-02 
469	 2.73920870019036E-02 
470	 2.73910157923085E-02 
471	 2.75896318077082E-02 
472	 0.027762561065448 
473	 2.78397291155654E-02 
474	 2.78784747482862E-02 
475	 2.79559381111141E-02 
476	 2.80242823958112E-02 
477	 2.80929301417593E-02 
478	 2.83294582369292E-02 
479	 2.84176719448304E-02 
480	 2.84828541058417E-02 
481	 2.86996715078948E-02 
482	 2.86512939191168E-02 
483	 2.86839194184474E-02 
484	 0.028876706225705 
485	 2.90119100852983E-02 
486	 2.91129903467337E-02 
487	 0.029168059917891 
488	 2.92234513167337E-02 
489	 2.94864662788107E-02 
490	 2.97212471914084E-02 
491	 2.98762806591029E-02 
492	 2.99983379624624E-02 
493	 3.01750104611913E-02 
494	 3.03654946813911E-02 
495	 3.05753824786138E-02 
496	 3.08782977419932E-02 
497	 3.11829477581729E-02 
498	 3.14835923289538E-02 
499	 3.18073087003598E-02 
500	 3.22254414591507E-02 
501	 3.25656673732086E-02 
502	 3.29379697286269E-02 
503	 0.033576376446808 
504	 3.40919745976582E-02 
505	 3.45811000129977E-02 
506	 3.51412477504173E-02 
507	 3.57696233660692E-02 
508	 0.036495750875674 
509	 3.72537686561144E-02 
510	 3.80040302091308E-02 
511	 3.89605032874934E-02 
512	 3.99903237504483E-02 
513	 4.10084963136167E-02 
514	 4.19973403751628E-02 
515	 4.31387945827775E-02 
516	 4.44193439150846E-02 
517	 4.57858209011826E-02 
518	 4.72076611210731E-02 
519	 4.86543426245324E-02 
520	 0.050105252980461 
521	 5.15617554925667E-02 
522	 5.30847245211388E-02 
523	 5.44992811563542E-02 
524	 5.58442484024428E-02 
525	 5.73883425266195E-02 
526	 5.89521054198017E-02 
527	 0.06048163875381 
528	 6.19521569449581E-02 
529	 6.33369119758943E-02 
530	 0.064611323775981 
531	 6.57930316320711E-02 
532	 6.69298460815208E-02 
533	 6.80396729388272E-02 
534	 6.91681429594508E-02 
535	 7.02599121300466E-02 
536	 0.07109649361212 
537	 7.20036052083624E-02 
538	 7.28996965193783E-02 
539	 0.073634678332718 
540	 7.43617543307448E-02 
541	 7.51081709593869E-02 
542	 7.58399529445726E-02 
543	 7.64786285146831E-02 
544	 7.70710308373776E-02 
545	 7.76478539033386E-02 
546	 7.82304910846886E-02 
547	 7.88254788721599E-02 
548	 7.94014918855221E-02 
549	 7.99350362492136E-02 
